name;role;link;film_id;film_title
Lee Lin-Tai;hairstyling;/hairstyling/lee-lin-tai/;21517;The Heroic Trio
Ng Yuk-Ho;hairstyling;/hairstyling/ng-yuk-ho/;21517;The Heroic Trio
Dougal Wilson;director;/director/dougal-wilson/;446482;Paddington in Peru
Rosie Alison;producer;/producer/rosie-alison/;446482;Paddington in Peru
James Lamont;writer;/writer/james-lamont/;446482;Paddington in Peru
Jon Foster;writer;/writer/jon-foster-1/;446482;Paddington in Peru
Mark Burton;writer;/writer/mark-burton/;446482;Paddington in Peru
Michael Bond;original-writer;/original-writer/michael-bond-2/;446482;Paddington in Peru
Paul King;story;/story/paul-king/;446482;Paddington in Peru
Simon Farnaby;story;/story/simon-farnaby/;446482;Paddington in Peru
Mark Burton;story;/story/mark-burton/;446482;Paddington in Peru
Robert Sterne;casting;/casting/robert-sterne/;446482;Paddington in Peru
Úna Ní Dhonghaíle;editor;/editor/una-ni-dhonghaile/;446482;Paddington in Peru
Erik Wilson;cinematography;/cinematography/erik-wilson/;446482;Paddington in Peru
Pablo Grillo;additional-directing;/additional-directing/pablo-grillo/;446482;Paddington in Peru
Paul King;executive-producer;/executive-producer/paul-king/;446482;Paddington in Peru
Jeffrey Clifford;executive-producer;/executive-producer/jeffrey-clifford/;446482;Paddington in Peru
Dan MacRae;executive-producer;/executive-producer/dan-macrae/;446482;Paddington in Peru
Anna Marsh;executive-producer;/executive-producer/anna-marsh-1/;446482;Paddington in Peru
Ron Halpern;executive-producer;/executive-producer/ron-halpern/;446482;Paddington in Peru
Tim Wellspring;executive-producer;/executive-producer/tim-wellspring/;446482;Paddington in Peru
Naoya Kinoshita;executive-producer;/executive-producer/naoya-kinoshita/;446482;Paddington in Peru
Rob Silva;executive-producer;/executive-producer/rob-silva-1/;446482;Paddington in Peru
Iwan Prys Reynolds;camera-operator;/camera-operator/iwan-prys-reynolds-1/;446482;Paddington in Peru
Andy Kelly;production-design;/production-design/andy-kelly/;446482;Paddington in Peru
Richard Selway;art-direction;/art-direction/richard-selway/;446482;Paddington in Peru
Tara Ilsley;art-direction;/art-direction/tara-ilsley/;446482;Paddington in Peru
Dario Nolé;art-direction;/art-direction/dario-nole/;446482;Paddington in Peru
Peter Russell;art-direction;/art-direction/peter-russell/;446482;Paddington in Peru
Matthew Smith;art-direction;/art-direction/matthew-smith-35/;446482;Paddington in Peru
Cathy Cosgrove;set-decoration;/set-decoration/cathy-cosgrove/;446482;Paddington in Peru
Alexis Wajsbrot;visual-effects;/visual-effects/alexis-wajsbrot/;446482;Paddington in Peru
Sylvain Degrotte;visual-effects;/visual-effects/sylvain-degrotte/;446482;Paddington in Peru
Aulo Licinio;visual-effects;/visual-effects/aulo-licinio/;446482;Paddington in Peru
Matt Curtis;title-design;/title-design/matt-curtis-1/;446482;Paddington in Peru
Christina Petrou;stunts;/stunts/christina-petrou/;446482;Paddington in Peru
Dave Boyle;stunts;/stunts/dave-boyle-2/;446482;Paddington in Peru
Alexander Bracq;stunts;/stunts/alexander-bracq/;446482;Paddington in Peru
James Offield;stunts;/stunts/james-offield/;446482;Paddington in Peru
Oliver Gough;stunts;/stunts/oliver-gough/;446482;Paddington in Peru
Matthew Bell;stunts;/stunts/matthew-bell-4/;446482;Paddington in Peru
Varpu Kronholm;stunts;/stunts/varpu-kronholm/;446482;Paddington in Peru
Dario Marianelli;composer;/composer/dario-marianelli/;446482;Paddington in Peru
John Casali;sound;/sound/john-casali/;446482;Paddington in Peru
Glenn Freemantle;sound;/sound/glenn-freemantle/;446482;Paddington in Peru
Jerome McCann;sound;/sound/jerome-mccann/;446482;Paddington in Peru
Charlotte Walter;costume-design;/costume-design/charlotte-walter/;446482;Paddington in Peru
Siân Miller;makeup;/makeup/sian-miller/;446482;Paddington in Peru
Natalie Fox;makeup;/makeup/natalie-fox/;446482;Paddington in Peru
Chris Lyons;makeup;/makeup/chris-lyons-1/;446482;Paddington in Peru
Siân Miller;hairstyling;/hairstyling/sian-miller/;446482;Paddington in Peru
Natalie Fox;hairstyling;/hairstyling/natalie-fox/;446482;Paddington in Peru
Zhang Yimou;director;/director/zhang-yimou/;395072;Shadow
Liu Jun;producer;/producer/liu-jun-1/;395072;Shadow
Kang Li;producer;/producer/kang-li/;395072;Shadow
Chen Lizhi;producer;/producer/chen-lizhi/;395072;Shadow
Dou Yuchun;producer;/producer/dou-yuchun/;395072;Shadow
Ellen Eliasoph;producer;/producer/ellen-eliasoph/;395072;Shadow
Jim Ma;producer;/producer/jim-ma/;395072;Shadow
Wang Xiaozhu;producer;/producer/wang-xiaozhu/;395072;Shadow
Anna Gao;producer;/producer/anna-gao/;395072;Shadow
Zhang Zhao;producer;/producer/zhang-zhao/;395072;Shadow
Quan Wei;producer;/producer/quan-wei/;395072;Shadow
Li Qing;producer;/producer/li-qing-1/;395072;Shadow
Pang Liwei;producer;/producer/pang-liwei/;395072;Shadow
Huang Ziyan;producer;/producer/huang-ziyan/;395072;Shadow
Guo Keyu;producer;/producer/guo-keyu/;395072;Shadow
Lang Di;producer;/producer/lang-di/;395072;Shadow
Jonah Greenberg;producer;/producer/jonah-greenberg/;395072;Shadow
Chen Yingjie;producer;/producer/chen-yingjie/;395072;Shadow
Michael J. Werner;producer;/producer/michael-j-werner/;395072;Shadow
Sherry Xie;producer;/producer/sherry-xie/;395072;Shadow
Chen Su;producer;/producer/chen-su/;395072;Shadow
Liang Shih;producer;/producer/liang-shih/;395072;Shadow
Li Wei;writer;/writer/li-wei-4/;395072;Shadow
Zhang Yimou;writer;/writer/zhang-yimou/;395072;Shadow
Zhu Sujin;original-writer;/original-writer/zhu-sujin/;395072;Shadow
Zhou Xiaolin;editor;/editor/zhou-xiaolin/;395072;Shadow
Zhao Xiaoding;cinematography;/cinematography/zhao-xiaoding/;395072;Shadow
Shahar Levavi;additional-directing;/additional-directing/shahar-levavi/;395072;Shadow
Mark Della Rosa;additional-directing;/additional-directing/mark-della-rosa/;395072;Shadow
Zheng Zhihao;executive-producer;/executive-producer/zheng-zhihao/;395072;Shadow
Edward Cheng;executive-producer;/executive-producer/edward-cheng/;395072;Shadow
Lian Jie;executive-producer;/executive-producer/lian-jie/;395072;Shadow
Yibin Tang;executive-producer;/executive-producer/yibin-tang/;395072;Shadow
Karine Li;executive-producer;/executive-producer/karine-li/;395072;Shadow
Zhang Zhao;executive-producer;/executive-producer/zhang-zhao/;395072;Shadow
Mi Da;executive-producer;/executive-producer/mi-da/;395072;Shadow
Yu Dong;executive-producer;/executive-producer/yu-dong-1/;395072;Shadow
Horace Ma Kwong-Wing;production-design;/production-design/horace-ma/;395072;Shadow
Samson Wong;visual-effects;/visual-effects/samson-wong/;395072;Shadow
Nikos Kalaitzidis;visual-effects;/visual-effects/nikos-kalaitzidis/;395072;Shadow
Liz Bernard;visual-effects;/visual-effects/liz-bernard/;395072;Shadow
Loudboy;composer;/composer/loudboy-1/;395072;Shadow
Skip Lievsay;sound;/sound/skip-lievsay/;395072;Shadow
Yang Jiang;sound;/sound/yang-jiang-1/;395072;Shadow
Zhao Nan;sound;/sound/zhao-nan/;395072;Shadow
Chen Minzheng;costume-design;/costume-design/chen-minzheng/;395072;Shadow
James Gunn;director;/director/james-gunn/;957050;Superman
James Gunn;producer;/producer/james-gunn/;957050;Superman
Peter Safran;producer;/producer/peter-safran/;957050;Superman
Galen Vaisman;producer;/producer/galen-vaisman/;957050;Superman
James Gunn;writer;/writer/james-gunn/;957050;Superman
Jerry Siegel;original-writer;/original-writer/jerry-siegel/;957050;Superman
Joe Shuster;original-writer;/original-writer/joe-shuster/;957050;Superman
John Papsidera;casting;/casting/john-papsidera/;957050;Superman
William Hoy;editor;/editor/william-hoy/;957050;Superman
Craig Alpert;editor;/editor/craig-alpert/;957050;Superman
Henry Braham;cinematography;/cinematography/henry-braham/;957050;Superman
James Edward Tilden;assistant-director;/assistant-director/james-edward-tilden/;957050;Superman
Chantal Nong Vo;executive-producer;/executive-producer/chantal-nong-vo/;957050;Superman
Lars P. Winther;executive-producer;/executive-producer/lars-p-winther/;957050;Superman
Nik Korda;executive-producer;/executive-producer/nik-korda/;957050;Superman
Pete Chiappetta;executive-producer;/executive-producer/pete-chiappetta/;957050;Superman
Anthony Tittanegro;executive-producer;/executive-producer/anthony-tittanegro/;957050;Superman
Andrew Lary;executive-producer;/executive-producer/andrew-lary/;957050;Superman
Tres Jefferson;lighting;/lighting/tres-jefferson/;957050;Superman
Dan Cornwall;lighting;/lighting/dan-cornwall/;957050;Superman
Kent Harvey;camera-operator;/camera-operator/kent-harvey/;957050;Superman
Gregor Tavenner;camera-operator;/camera-operator/gregor-tavenner/;957050;Superman
Christopher TJ McGuire;camera-operator;/camera-operator/christopher-tj-mcguire/;957050;Superman
Thomas Lappin;camera-operator;/camera-operator/thomas-lappin/;957050;Superman
Beth Mickle;production-design;/production-design/beth-mickle/;957050;Superman
Samantha Avila;art-direction;/art-direction/samantha-avila/;957050;Superman
Domenic Silvestri;art-direction;/art-direction/domenic-silvestri/;957050;Superman
Alex McCarroll;art-direction;/art-direction/alex-mccarroll/;957050;Superman
David E. Scott;art-direction;/art-direction/david-e-scott/;957050;Superman
Daniela Medeiros;art-direction;/art-direction/daniela-medeiros/;957050;Superman
Rosemary Brandenburg;set-decoration;/set-decoration/rosemary-brandenburg/;957050;Superman
Nick S. Cross;set-decoration;/set-decoration/nick-s-cross/;957050;Superman
Tim Croshaw;set-decoration;/set-decoration/tim-croshaw/;957050;Superman
Zak Howell;set-decoration;/set-decoration/zak-howell/;957050;Superman
Kristen Jenkins;set-decoration;/set-decoration/kristen-jenkins/;957050;Superman
Kyle S. Plowden;set-decoration;/set-decoration/kyle-s-plowden/;957050;Superman
Ed Symon;set-decoration;/set-decoration/ed-symon/;957050;Superman
Marshall T. Broyles;special-effects;/special-effects/marshall-t-broyles/;957050;Superman
Allison Gainza;special-effects;/special-effects/allison-gainza/;957050;Superman
Joel Studer;special-effects;/special-effects/joel-studer/;957050;Superman
Bailey Eller;special-effects;/special-effects/bailey-eller/;957050;Superman
Stephane Ceretti;visual-effects;/visual-effects/stephane-ceretti/;957050;Superman
Susan Pickett;visual-effects;/visual-effects/susan-pickett/;957050;Superman
Enrico Damm;visual-effects;/visual-effects/enrico-damm/;957050;Superman
Paul Kavanagh;visual-effects;/visual-effects/paul-kavanagh/;957050;Superman
Karen Kelly;visual-effects;/visual-effects/karen-kelly-7/;957050;Superman
Ilona Blyth;visual-effects;/visual-effects/ilona-blyth/;957050;Superman
Dave Dalley;visual-effects;/visual-effects/dave-dalley/;957050;Superman
Stephane Naze;visual-effects;/visual-effects/stephane-naze/;957050;Superman
Massimo Meo;visual-effects;/visual-effects/massimo-meo/;957050;Superman
Guy Williams;visual-effects;/visual-effects/guy-williams-3/;957050;Superman
Loïc Mireault;visual-effects;/visual-effects/loic-mireault/;957050;Superman
Sean Noel Walker;visual-effects;/visual-effects/sean-noel-walker/;957050;Superman
Marvyn Young;visual-effects;/visual-effects/marvyn-young/;957050;Superman
Michael Cozens;visual-effects;/visual-effects/michael-cozens/;957050;Superman
Joanna Davison;visual-effects;/visual-effects/joanna-davison/;957050;Superman
Michael Elder;visual-effects;/visual-effects/michael-elder-2/;957050;Superman
Philipp Winterstein;visual-effects;/visual-effects/philipp-winterstein/;957050;Superman
Victor Dinis;visual-effects;/visual-effects/victor-dinis/;957050;Superman
Diego de Paulo Pereira Batista;visual-effects;/visual-effects/diego-de-paulo-pereira-batista/;957050;Superman
Eddie Davenport;stunts;/stunts/eddie-davenport/;957050;Superman
Micah Karns;stunts;/stunts/micah-karns/;957050;Superman
Wayne Dalglish;stunts;/stunts/wayne-dalglish/;957050;Superman
Adam Hart;stunts;/stunts/adam-hart/;957050;Superman
Theo Kypri;stunts;/stunts/theo-kypri/;957050;Superman
Steven Shelby;stunts;/stunts/steven-shelby/;957050;Superman
Chris Brewster;stunts;/stunts/chris-brewster-1/;957050;Superman
Eric Linden;stunts;/stunts/eric-linden-2/;957050;Superman
Holly Dowell;stunts;/stunts/holly-dowell/;957050;Superman
Aja Frary;stunts;/stunts/aja-frary/;957050;Superman
Crystal Hooks;stunts;/stunts/crystal-hooks/;957050;Superman
Justin Howell;stunts;/stunts/justin-howell/;957050;Superman
Jewelianna Ramos-Ortiz;stunts;/stunts/jewelianna-ramos-ortiz/;957050;Superman
Nicole Reddinger;stunts;/stunts/nicole-reddinger/;957050;Superman
Albert Valladares;stunts;/stunts/albert-valladares/;957050;Superman
Joe Bucaro III;stunts;/stunts/joe-bucaro-iii/;957050;Superman
Malosi Leonard;stunts;/stunts/malosi-leonard/;957050;Superman
Angela Cipra;stunts;/stunts/angela-cipra/;957050;Superman
Deborah Arrieta;stunts;/stunts/deborah-arrieta/;957050;Superman
Aaron Matthews;stunts;/stunts/aaron-matthews-1/;957050;Superman
David Charles Warren;stunts;/stunts/david-charles-warren/;957050;Superman
Lauren Shaw;stunts;/stunts/lauren-shaw-1/;957050;Superman
Taylor Valentine Lupini;stunts;/stunts/taylor-valentine-lupini/;957050;Superman
Matt Leonard;stunts;/stunts/matt-leonard/;957050;Superman
Eliza Coleman;stunts;/stunts/eliza-coleman/;957050;Superman
Ashley-Dawn Byrd;stunts;/stunts/ashley-dawn-byrd/;957050;Superman
Lorena Abreu;stunts;/stunts/lorena-abreu/;957050;Superman
Jwaundace Candece;stunts;/stunts/jwaundace-candece/;957050;Superman
Holland Diaz;stunts;/stunts/holland-diaz/;957050;Superman
Geo Corvera;stunts;/stunts/geo-corvera/;957050;Superman
Thomas DuPont;stunts;/stunts/thomas-dupont/;957050;Superman
Regis Harrington;stunts;/stunts/regis-harrington/;957050;Superman
Sara Holden;stunts;/stunts/sara-holden/;957050;Superman
Shawn Kautz;stunts;/stunts/shawn-kautz/;957050;Superman
Tori Pratt;stunts;/stunts/tori-pratt/;957050;Superman
Zhanna Sattsaeva;stunts;/stunts/zhanna-sattsaeva/;957050;Superman
Larry Rippenkroeger;stunts;/stunts/larry-rippenkroeger/;957050;Superman
Brady Romberg;stunts;/stunts/brady-romberg/;957050;Superman
Brian Searle;stunts;/stunts/brian-searle/;957050;Superman
Jénel Stevens;stunts;/stunts/jenel-stevens/;957050;Superman
Victor Plajas;stunts;/stunts/victor-plajas/;957050;Superman
Nikolas Pelekai;stunts;/stunts/nikolas-pelekai/;957050;Superman
Keith Ward;stunts;/stunts/keith-ward-3/;957050;Superman
Karl Van Moorsel;stunts;/stunts/karl-van-moorsel/;957050;Superman
Todd Warren;stunts;/stunts/todd-warren-2/;957050;Superman
Alistair Whitton;stunts;/stunts/alistair-whitton/;957050;Superman
Hawk Walts;stunts;/stunts/hawk-walts/;957050;Superman
Diana Upp Warner;stunts;/stunts/diana-upp-warner/;957050;Superman
Chris Nolte;stunts;/stunts/chris-nolte/;957050;Superman
Joe Ross;stunts;/stunts/joe-ross-1/;957050;Superman
Richard Marrero;stunts;/stunts/richard-marrero/;957050;Superman
Tom Lowell;stunts;/stunts/tom-lowell/;957050;Superman
Brandon Loeser;stunts;/stunts/brandon-loeser-1/;957050;Superman
Dale Liner;stunts;/stunts/dale-liner/;957050;Superman
Michael Hugghins;stunts;/stunts/michael-hugghins/;957050;Superman
Bobby James;stunts;/stunts/bobby-james-2/;957050;Superman
Randy Haynie;stunts;/stunts/randy-haynie/;957050;Superman
Kiea Houseton;stunts;/stunts/kiea-houseton/;957050;Superman
Miguel-Andres Garcia;stunts;/stunts/miguel-andres-garcia/;957050;Superman
Ivy Haralson;stunts;/stunts/ivy-haralson/;957050;Superman
Jazzy Ellis;stunts;/stunts/jazzy-ellis/;957050;Superman
John Murphy;composer;/composer/john-murphy/;957050;Superman
David Fleming;composer;/composer/david-fleming-5/;957050;Superman
John Williams;composer;/composer/john-williams-1/;957050;Superman
David Acord;sound;/sound/david-acord/;957050;Superman
Lee Orloff;sound;/sound/lee-orloff/;957050;Superman
Katy Wood;sound;/sound/katy-wood/;957050;Superman
Christopher Boyes;sound;/sound/christopher-boyes/;957050;Superman
Peter J. Devlin;sound;/sound/peter-j-devlin/;957050;Superman
Kimberly Patrick;sound;/sound/kimberly-patrick/;957050;Superman
Jonathan Klein;sound;/sound/jonathan-klein-4/;957050;Superman
Tim LeBlanc;sound;/sound/tim-leblanc/;957050;Superman
Mikel Parraga-Wills;sound;/sound/mikel-parraga-wills/;957050;Superman
Dan O'Connell;sound;/sound/dan-oconnell/;957050;Superman
J.R. Grubbs;sound;/sound/jr-grubbs/;957050;Superman
Jack Cucci;sound;/sound/jack-cucci/;957050;Superman
John T. Cucci;sound;/sound/john-t-cucci/;957050;Superman
Judianna Makovsky;costume-design;/costume-design/judianna-makovsky/;957050;Superman
Nicole Sortillon Amos;makeup;/makeup/nicole-sortillon-amos/;957050;Superman
Jodi Byrne;makeup;/makeup/jodi-byrne/;957050;Superman
Jordan Sanders;makeup;/makeup/jordan-sanders/;957050;Superman
Matt Sprunger;makeup;/makeup/matt-sprunger/;957050;Superman
LuAndra Whitehurst;makeup;/makeup/luandra-whitehurst/;957050;Superman
Erica Stewart;makeup;/makeup/erica-stewart/;957050;Superman
Alexei Dmitriew;makeup;/makeup/alexei-dmitriew/;957050;Superman
Leay Cangelosi;hairstyling;/hairstyling/leay-cangelosi/;957050;Superman
Peter Swords King;hairstyling;/hairstyling/peter-swords-king/;957050;Superman
Lindsay McAllister;hairstyling;/hairstyling/lindsay-mcallister/;957050;Superman
Tanya Tieman;hairstyling;/hairstyling/tanya-tieman/;957050;Superman
Beeban Kidron;director;/director/beeban-kidron-1/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
G. Mac Brown;producer;/producer/g-mac-brown/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Mitchell Kohn;producer;/producer/mitchell-kohn/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Douglas Carter Beane;writer;/writer/douglas-carter-beane/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Kerry Barden;casting;/casting/kerry-barden/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Billy Hopkins;casting;/casting/billy-hopkins/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Suzanne Smith Crowley;casting;/casting/suzanne-crowley-1/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Andrew Mondshein;editor;/editor/andrew-mondshein/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Steve Mason;cinematography;/cinematography/steve-mason/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
H.H. Cooper;assistant-director;/assistant-director/hh-cooper/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Randy Fletcher;assistant-director;/assistant-director/randy-fletcher/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Nandi Bowe;assistant-director;/assistant-director/nandi-bowe/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Barry K. Thomas;assistant-director;/assistant-director/barry-k-thomas/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Andrew Mondshein;additional-directing;/additional-directing/andrew-mondshein/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Bruce Cohen;executive-producer;/executive-producer/bruce-cohen/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Walter F. Parkes;executive-producer;/executive-producer/walter-f-parkes/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Wynn Thomas;production-design;/production-design/wynn-thomas/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Robert Guerra;art-direction;/art-direction/robert-guerra/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Ted Glass;set-decoration;/set-decoration/ted-glass/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Randall Balsmeyer;title-design;/title-design/randall-balsmeyer/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Kenny Ortega;choreography;/choreography/kenny-ortega/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Rachel Portman;composer;/composer/rachel-portman/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Marlene Stewart;costume-design;/costume-design/marlene-stewart/;47354;To Wong Foo, Thanks for Everything! Julie Newmar
Paul Verhoeven;director;/director/paul-verhoeven-3/;51291;Total Recall
Buzz Feitshans;producer;/producer/buzz-feitshans/;51291;Total Recall
Ronald Shusett;producer;/producer/ronald-shusett/;51291;Total Recall
Elliot Schick;producer;/producer/elliot-schick/;51291;Total Recall
Robert Fentress;producer;/producer/robert-fentress/;51291;Total Recall
Dan O'Bannon;writer;/writer/dan-obannon/;51291;Total Recall
Ronald Shusett;writer;/writer/ronald-shusett/;51291;Total Recall
Gary Goldman;writer;/writer/gary-goldman-2/;51291;Total Recall
Philip K. Dick;original-writer;/original-writer/philip-k-dick/;51291;Total Recall
Jon Povill;story;/story/jon-povill/;51291;Total Recall
Dan O'Bannon;story;/story/dan-obannon/;51291;Total Recall
Ronald Shusett;story;/story/ronald-shusett/;51291;Total Recall
Judy Taylor;casting;/casting/judy-taylor/;51291;Total Recall
Mike Fenton;casting;/casting/mike-fenton/;51291;Total Recall
Valorie Massalas;casting;/casting/valorie-massalas/;51291;Total Recall
Claudia Becker;casting;/casting/claudia-becker/;51291;Total Recall
Frank J. Urioste;editor;/editor/frank-j-urioste/;51291;Total Recall
Jost Vacano;cinematography;/cinematography/jost-vacano/;51291;Total Recall
Miguel Lima;assistant-director;/assistant-director/miguel-lima-1/;51291;Total Recall
Íñigo Vallejo-Nájera;assistant-director;/assistant-director/inigo-vallejo-najera/;51291;Total Recall
Guillermo 'Memo' Carreño;assistant-director;/assistant-director/guillermo-memo-carreno/;51291;Total Recall
A. Hugo Gutierrez Cuellar;assistant-director;/assistant-director/a-hugo-gutierrez-cuellar/;51291;Total Recall
Kuki López Rodero;assistant-director;/assistant-director/kuki-lopez-rodero/;51291;Total Recall
Ileana Franco U.;assistant-director;/assistant-director/ileana-franco-u/;51291;Total Recall
Efren del Moral;assistant-director;/assistant-director/efren-del-moral/;51291;Total Recall
Matthew Feitshans;additional-directing;/additional-directing/matthew-feitshans/;51291;Total Recall
Vic Armstrong;additional-directing;/additional-directing/vic-armstrong/;51291;Total Recall
Mario Kassar;executive-producer;/executive-producer/mario-kassar/;51291;Total Recall
Andrew G. Vajna;executive-producer;/executive-producer/andrew-g-vajna/;51291;Total Recall
Bob Bremner;lighting;/lighting/bob-bremner/;51291;Total Recall
David McMillan;lighting;/lighting/david-mcmillan-3/;51291;Total Recall
Jesus 'Moroco' Gonzalez;lighting;/lighting/jesus-moroco-gonzalez/;51291;Total Recall
Ignazio Maccarone;lighting;/lighting/ignazio-maccarone-1/;51291;Total Recall
Enrique Morales;lighting;/lighting/enrique-morales/;51291;Total Recall
Francisco Roble Mota;lighting;/lighting/francisco-roble-mota/;51291;Total Recall
Steve Slocomb;camera-operator;/camera-operator/steve-slocomb/;51291;Total Recall
Carlos Montaño;camera-operator;/camera-operator/carlos-montano-1/;51291;Total Recall
Donald Bryant;camera-operator;/camera-operator/donald-bryant/;51291;Total Recall
Anette Haellmigk;camera-operator;/camera-operator/anette-haellmigk/;51291;Total Recall
Álex Phillips Jr.;additional-photography;/additional-photography/alex-phillips-jr/;51291;Total Recall
William Sandell;production-design;/production-design/william-sandell/;51291;Total Recall
James E. Tocci;art-direction;/art-direction/james-e-tocci/;51291;Total Recall
José Rodríguez Granada;art-direction;/art-direction/jose-rodriguez-granada/;51291;Total Recall
Judy Cammer;art-direction;/art-direction/judy-cammer/;51291;Total Recall
Héctor Romero;art-direction;/art-direction/hector-romero/;51291;Total Recall
Jonathan McKinstry;art-direction;/art-direction/jonathan-mckinstry/;51291;Total Recall
Neil Lamont;art-direction;/art-direction/neil-lamont/;51291;Total Recall
Robert Gould;set-decoration;/set-decoration/robert-gould-1/;51291;Total Recall
Miguel Chang;set-decoration;/set-decoration/miguel-chang-1/;51291;Total Recall
J. Fernando Solorio;set-decoration;/set-decoration/j-fernando-solorio/;51291;Total Recall
Carlos Echeverria;set-decoration;/set-decoration/carlos-echeverria-3/;51291;Total Recall
Theresa Wachter;set-decoration;/set-decoration/theresa-wachter/;51291;Total Recall
Marco Trentini;set-decoration;/set-decoration/marco-trentini/;51291;Total Recall
Thomas L. Fisher;special-effects;/special-effects/thomas-l-fisher/;51291;Total Recall
Scott R. Fisher;special-effects;/special-effects/scott-r-fisher/;51291;Total Recall
Stephan Dupuis;special-effects;/special-effects/stephan-dupuis/;51291;Total Recall
Andy Perillo;special-effects;/special-effects/andy-perillo/;51291;Total Recall
Margaret Prentice;special-effects;/special-effects/margaret-prentice/;51291;Total Recall
William Gregory Curtis;special-effects;/special-effects/william-gregory-curtis/;51291;Total Recall
Mike Elizalde;special-effects;/special-effects/mike-elizalde/;51291;Total Recall
Roland Blancaflor;special-effects;/special-effects/roland-blancaflor/;51291;Total Recall
John Lundberg;special-effects;/special-effects/john-lundberg-2/;51291;Total Recall
Ted Koerner;special-effects;/special-effects/ted-koerner/;51291;Total Recall
Bruce Y. Kuroyama;special-effects;/special-effects/bruce-y-kuroyama/;51291;Total Recall
Dale L. Martin;special-effects;/special-effects/dale-l-martin/;51291;Total Recall
Tricia McFarlin;special-effects;/special-effects/tricia-mcfarlin/;51291;Total Recall
Dennis Pawlik;special-effects;/special-effects/dennis-pawlik/;51291;Total Recall
Art Pimentel;special-effects;/special-effects/art-pimentel/;51291;Total Recall
Jim Rollins;special-effects;/special-effects/jim-rollins/;51291;Total Recall
Paul Wurtzel;special-effects;/special-effects/paul-wurtzel/;51291;Total Recall
Anthony Allen Barlow;special-effects;/special-effects/anthony-allen-barlow/;51291;Total Recall
Vincent Prentice;special-effects;/special-effects/vincent-prentice/;51291;Total Recall
Andrea Toste;special-effects;/special-effects/andrea-toste/;51291;Total Recall
Gerald Endler;special-effects;/special-effects/gerald-endler/;51291;Total Recall
James Belohovek;special-effects;/special-effects/james-belohovek/;51291;Total Recall
Becky Ochoa;special-effects;/special-effects/becky-ochoa/;51291;Total Recall
Blake Torney;special-effects;/special-effects/blake-torney/;51291;Total Recall
Robert DeVine;special-effects;/special-effects/robert-devine/;51291;Total Recall
Henry Alvarez;special-effects;/special-effects/henry-alvarez/;51291;Total Recall
Tamara Fites;special-effects;/special-effects/tamara-fites/;51291;Total Recall
Richard Stutsman;special-effects;/special-effects/richard-stutsman/;51291;Total Recall
Greg Figiel;special-effects;/special-effects/greg-figiel/;51291;Total Recall
Loran Soman;special-effects;/special-effects/loran-soman/;51291;Total Recall
Colin Arthur;special-effects;/special-effects/colin-arthur/;51291;Total Recall
Johan Klingler;special-effects;/special-effects/johan-klingler/;51291;Total Recall
George Merkert;visual-effects;/visual-effects/george-merkert/;51291;Total Recall
Elissa Bello;visual-effects;/visual-effects/elissa-bello/;51291;Total Recall
Eric Brevig;visual-effects;/visual-effects/eric-brevig/;51291;Total Recall
Christopher Duddy;visual-effects;/visual-effects/christopher-duddy/;51291;Total Recall
Tom L. Hutchinson;visual-effects;/visual-effects/tom-l-hutchinson/;51291;Total Recall
Mary Siceloff;visual-effects;/visual-effects/mary-siceloff/;51291;Total Recall
David A. Poole;visual-effects;/visual-effects/david-a-poole-1/;51291;Total Recall
Laurel Schneider;visual-effects;/visual-effects/laurel-schneider/;51291;Total Recall
B.J. Rack;visual-effects;/visual-effects/bj-rack/;51291;Total Recall
Wayne Fitzgerald;title-design;/title-design/wayne-fitzgerald/;51291;Total Recall
Billy D. Lucas;stunts;/stunts/billy-d-lucas/;51291;Total Recall
Allan Graf;stunts;/stunts/allan-graf/;51291;Total Recall
Kenny Endoso;stunts;/stunts/kenny-endoso/;51291;Total Recall
Chere Rae;stunts;/stunts/chere-bryson/;51291;Total Recall
Dick Ziker;stunts;/stunts/dick-ziker/;51291;Total Recall
Steven Lambert;stunts;/stunts/steven-lambert/;51291;Total Recall
