name;link;character_name;film_id;film_title
Wag Blesing;/actor/wag-blesing/;Townsman;47367;Tarantula
Clint Eastwood;/actor/clint-eastwood/;Jet Squadron Leader (uncredited);47367;Tarantula
Dee Carroll;/actor/dee-carroll/;Telephone Operator (uncredited);47367;Tarantula
Michael Stephenson;/actor/michael-stephenson/;Joshua Waits;34941;Troll 2
George Hardy;/actor/george-hardy/;Michael Waits;34941;Troll 2
Margo Prey;/actor/margo-prey/;Diana Waits;34941;Troll 2
Connie Young;/actor/connie-young/;Holly Waits;34941;Troll 2
Robert Ormsby;/actor/robert-ormsby/;Grandpa Seth;34941;Troll 2
Deborah Reed;/actor/deborah-reed/;Creedence Leonore Gielgud;34941;Troll 2
Jason Wright;/actor/jason-wright/;Elliott Cooper;34941;Troll 2
Darren Ewing;/actor/darren-ewing-1/;Arnold;34941;Troll 2
Jason Steadman;/actor/jason-steadman/;Drew;34941;Troll 2
David McConnell;/actor/david-mcconnell/;Brent;34941;Troll 2
Gary Carlson;/actor/gary-carlson/;Sheriff Gene Freak;34941;Troll 2
Mike Hamill;/actor/mike-hamill/;Bells;34941;Troll 2
Don Packard;/actor/don-packard/;Drugstore Owner;34941;Troll 2
Christina Reynolds;/actor/christina-reynolds/;Cindy;34941;Troll 2
Glenn Gerner;/actor/glenn-gerner/;Peter;34941;Troll 2
Michele Abrams;/actor/michele-abrams/;Wood Tales Girl;34941;Troll 2
Wagner Moura;/actor/wagner-moura/;Armando / Marcelo / Adult Fernando;1104348;The Secret Agent
Carlos Francisco;/actor/carlos-francisco-1/;Seu Alexandre;1104348;The Secret Agent
Tânia Maria;/actor/tania-maria-1/;Dona Sebastiana;1104348;The Secret Agent
Robério Diógenes;/actor/roberio-diogenes/;Euclides;1104348;The Secret Agent
Roney Villela;/actor/roney-villela/;Augusto;1104348;The Secret Agent
Gabriel Leone;/actor/gabriel-leone/;Bobbi;1104348;The Secret Agent
Alice Carvalho;/actor/alice-carvalho/;Fátima;1104348;The Secret Agent
Hermila Guedes;/actor/hermila-guedes/;Claudia;1104348;The Secret Agent
Isabél Zuaa;/actor/isabel-zuaa/;Thereza Vitória;1104348;The Secret Agent
Maria Fernanda Cândido;/actor/maria-fernanda-candido/;Elza;1104348;The Secret Agent
Thomás Aquino;/actor/thomas-aquino-1/;Valdemar;1104348;The Secret Agent
Laura Lufési;/actor/laura-lufesi/;Flavia;1104348;The Secret Agent
Isadora Ruppert;/actor/isadora-ruppert/;Dani;1104348;The Secret Agent
Igor de Araújo;/actor/igor-de-araujo/;Sergio;1104348;The Secret Agent
Ítalo Martins;/actor/italo-martins/;Arlindo;1104348;The Secret Agent
Udo Kier;/actor/udo-kier/;Hans;1104348;The Secret Agent
João Vitor Silva;/actor/joao-vitor-silva/;Haroldo;1104348;The Secret Agent
Luciano Chirolli;/actor/luciano-chirolli/;Ghirotti;1104348;The Secret Agent
Geane Albuquerque;/actor/geane-albuquerque/;Elizangêla;1104348;The Secret Agent
Fafa Dantas;/actor/fafa-dantas/;Das Dores;1104348;The Secret Agent
Suzy Lopes;/actor/suzy-lopes/;Carmen;1104348;The Secret Agent
Gregorio Graziosi;/actor/gregorio-graziosi/;Salvatore;1104348;The Secret Agent
Joálisson Cunha;/actor/joalisson-cunha/;Gas Station Attendant;1104348;The Secret Agent
Aline Marta Maia;/actor/aline-marta-maia/;Dona Zuleika;1104348;The Secret Agent
Buda Lira;/actor/buda-lira/;Anísio;1104348;The Secret Agent
Wilson Rabelo;/actor/wilson-rabelo/;;1104348;The Secret Agent
Erivaldo Oliveira;/actor/erivaldo-oliveira/;Severino;1104348;The Secret Agent
Enzo Nunes;/actor/enzo-nunes/;Fernando;1104348;The Secret Agent
Márcio De Paula;/actor/marcio-de-paula/;Police Officer;1104348;The Secret Agent
Fabiana Pirro;/actor/fabiana-pirro/;Doctor Inês;1104348;The Secret Agent
Rubens Santos;/actor/rubens-santos/;Natalício;1104348;The Secret Agent
Kaiony Venâncio;/actor/kaiony-venancio/;Vilmar;1104348;The Secret Agent
Licínio Januário;/actor/licinio-januario/;Antônio;1104348;The Secret Agent
Marcelo Valle;/actor/marcelo-valle/;João Carpinteiro;1104348;The Secret Agent
Robson Andrade;/actor/robson-andrade/;Clóvis;1104348;The Secret Agent
Albert Tenorio;/actor/albert-tenorio/;;1104348;The Secret Agent
Edilson Silva;/actor/edilson-silva/;Aristeu;1104348;The Secret Agent
Nivaldo Nascimento;/actor/nivaldo-nascimento/;;1104348;The Secret Agent
Cely Farias;/actor/cely-farias/;;1104348;The Secret Agent
Beto Quirino;/actor/beto-quirino/;;1104348;The Secret Agent
Mariza Moreira;/actor/mariza-moreira/;Mulher Possuída;1104348;The Secret Agent
Toshirō Mifune;/actor/toshiro-mifune/;Sanjuro Kuwabatake / The Samurai;44925;Yojimbo
Tatsuya Nakadai;/actor/tatsuya-nakadai/;Unosuke, gunfighter;44925;Yojimbo
Yōko Tsukasa;/actor/yoko-tsukasa/;Nui;44925;Yojimbo
Isuzu Yamada;/actor/isuzu-yamada/;Orin;44925;Yojimbo
Daisuke Katō;/actor/daisuke-kato/;Inokichi;44925;Yojimbo
Seizaburō Kawazu;/actor/seizaburo-kawazu/;Seibê - brothel operator;44925;Yojimbo
Takashi Shimura;/actor/takashi-shimura/;Tokuemon, sake brewer;44925;Yojimbo
Hiroshi Tachikawa;/actor/hiroshi-tachikawa/;Yoichiro;44925;Yojimbo
Yōsuke Natsuki;/actor/yosuke-natsuki/;Kohei's Son;44925;Yojimbo
Eijirō Tōno;/actor/eijiro-tono/;Gonji, Tavern Keeper;44925;Yojimbo
Kamatari Fujiwara;/actor/kamatari-fujiwara/;Tazaemon;44925;Yojimbo
Ikio Sawamura;/actor/ikio-sawamura/;Hansuke;44925;Yojimbo
Atsushi Watanabe;/actor/atsushi-watanabe/;The Cooper (Coffin-Maker);44925;Yojimbo
Susumu Fujita;/actor/susumu-fujita/;Homma, Instructor Who Skips Town;44925;Yojimbo
Kyū Sazanka;/actor/kyu-sazanka/;Ushitora;44925;Yojimbo
Kō Nishimura;/actor/ko-nishimura-1/;Kuma;44925;Yojimbo
Takeshi Katō;/actor/takeshi-kato/;Ronin Kobuhachi;44925;Yojimbo
Ichirō Nakatani;/actor/ichiro-nakatani/;First Samurai;44925;Yojimbo
Sachio Sakai;/actor/sachio-sakai/;First Foot Soldier;44925;Yojimbo
Akira Tani;/actor/akira-tani/;Kame;44925;Yojimbo
Namigoro Rashomon;/actor/namigoro-rashomon/;Kannuki the Giant;44925;Yojimbo
Yoshio Tsuchiya;/actor/yoshio-tsuchiya/;Kohei;44925;Yojimbo
Gen Shimizu;/actor/gen-shimizu/;Magotaro;44925;Yojimbo
Jerry Fujio;/actor/jerry-fujio/;Roku - Samurai Whose Arm is Cut;44925;Yojimbo
Yutaka Sada;/actor/yutaka-sada/;Matsukichi;44925;Yojimbo
Shin Ōtomo;/actor/shin-otomo/;Kumosuke;44925;Yojimbo
Shōichi Hirose;/actor/shoichi-hirose/;Ushitora Follower;44925;Yojimbo
Hideyo Amamoto;/actor/hideyo-amamoto/;Yahachi;44925;Yojimbo
Shōji Ōki;/actor/shoji-oki/;Sukeju;44925;Yojimbo
Fuminori Ōhashi;/actor/fuminori-ohashi/;Second Samurai;44925;Yojimbo
Hiroshi Kiyama;/actor/hiroshi-kiyama/;Farmer;44925;Yojimbo
Senkichi Ōmura;/actor/senkichi-omura/;Traveler;44925;Yojimbo
Noriko Honma;/actor/noriko-honma/;Farmer's Ex-wife;44925;Yojimbo
Ryusuke Nishio;/actor/ryusuke-nishio/;Seibei Follower;44925;Yojimbo
Naoya Kusakawa;/actor/naoya-kusakawa/;Seibei Follower;44925;Yojimbo
Nadao Kirino;/actor/nadao-kirino/;Seibei Follower;44925;Yojimbo
Mitsuo Tsuda;/actor/mitsuo-tsuda/;;44925;Yojimbo
Shinpei Takagi;/actor/shinpei-takagi-2/;Ushitora Follower;44925;Yojimbo
Jun Ōtomo;/actor/jun-otomo/;Seibei Follower;44925;Yojimbo
Akio Kusama;/actor/akio-kusama/;Ushitora Follower;44925;Yojimbo
Yasuzō Ogawa;/actor/yasuzo-ogawa/;Ushitora Follower;44925;Yojimbo
Hiroshi Takagi;/actor/hiroshi-takagi/;Ushitora Follower;44925;Yojimbo
Jun'ichirō Mukai;/actor/junichiro-mukai/;Seibei Follower;44925;Yojimbo
Takuzō Kumagai;/actor/takuzo-kumagai/;;44925;Yojimbo
Ichirō Chiba;/actor/ichiro-chiba/;Second Foot Soldier;44925;Yojimbo
Haruya Sakamoto;/actor/haruya-sakamoto/;Ushitora Follower;44925;Yojimbo
Rinsaku Ogata;/actor/rinsaku-ogata/;Seibei Follower;44925;Yojimbo
Takeo Ogushi;/actor/takeo-ogushi/;Ushitora Follower;44925;Yojimbo
Yoko Terui;/actor/yoko-terui/;Woman at Seibei's House;44925;Yojimbo
Hiromi Mineoka;/actor/hiromi-mineoka/;Woman at Seibei's House;44925;Yojimbo
Michiko Kawa;/actor/michiko-kawa/;Woman at Seibei's House;44925;Yojimbo
Taimak;/actor/taimak/;Leroy Green;43471;The Last Dragon
Vanity;/actor/vanity/;Laura Charles;43471;The Last Dragon
Christopher Murney;/actor/christopher-murney/;Eddie Arkadian;43471;The Last Dragon
Julius Carry;/actor/julius-carry/;Sho'nuff / The Shogun of Harlem;43471;The Last Dragon
Faith Prince;/actor/faith-prince/;Angela Viracco;43471;The Last Dragon
Leo O'Brien;/actor/leo-obrien/;Richie Green;43471;The Last Dragon
Mike Starr;/actor/mike-starr/;Rock;43471;The Last Dragon
Jim Moody;/actor/jim-moody/;Daddy Green;43471;The Last Dragon
Glen Eaton;/actor/glen-eaton/;Johnny Yu;43471;The Last Dragon
Ernie Reyes Jr.;/actor/ernie-reyes-jr/;Tai;43471;The Last Dragon
Queen Esther Marrow;/actor/queen-esther-marrow/;Mama Green;43471;The Last Dragon
Keshia Knight Pulliam;/actor/keshia-knight-pulliam/;Sophia Green;43471;The Last Dragon
Jamal Mason;/actor/jamal-mason/;Roy;43471;The Last Dragon
B.J. Barie;/actor/bj-barie/;Jackie;43471;The Last Dragon
André D. Brown;/actor/andre-d-brown/;Beast;43471;The Last Dragon
David Claudio;/actor/david-claudio-1/;Cyclone;43471;The Last Dragon
Kirk Taylor;/actor/kirk-taylor/;Crunch;43471;The Last Dragon
Sal Russo;/actor/sal-russo/;Hood #1;43471;The Last Dragon
Chazz Palminteri;/actor/chazz-palminteri/;Hood #2;43471;The Last Dragon
Frank Renzulli;/actor/frank-renzulli/;Hood #3;43471;The Last Dragon
Torrance Mathis;/actor/torrance-mathis/;Hood #4;43471;The Last Dragon
Thomas Ikeda;/actor/thomas-ikeda/;Master;43471;The Last Dragon
William H. Macy;/actor/william-h-macy/;J.J.;43471;The Last Dragon
Trulie MacLeod;/actor/trulie-macleod/;Margo;43471;The Last Dragon
Gary Aprahamian;/actor/gary-aprahamian/;Jason;43471;The Last Dragon
Lou David;/actor/lou-david/;Headline Killer;43471;The Last Dragon
Verne Williams;/actor/verne-williams-1/;Cujo;43471;The Last Dragon
Captain Haggerty;/actor/captain-haggerty/;Mr. Z;43471;The Last Dragon
Ernie Reyes Sr.;/actor/ernie-reyes-sr/;Martial Arts Fighter;43471;The Last Dragon
Robert Silver;/actor/robert-silver/;Cab Driver;43471;The Last Dragon
Clayton Prince;/actor/clayton-prince/;Voice in Theatre (voice);43471;The Last Dragon
Brandon Schultz;/actor/brandon-schultz/;Tiny Kid;43471;The Last Dragon
Carl Anthony Payne II;/actor/carl-anthony-payne-ii-1/;Kid in Pizza Shop;43471;The Last Dragon
Tony D. Head;/actor/tony-d-head/;Gang Member (uncredited);43471;The Last Dragon
Paul Giamatti;/actor/paul-giamatti/;Paul Hunham;755564;The Holdovers
Dominic Sessa;/actor/dominic-sessa/;Angus Tully;755564;The Holdovers
Da'Vine Joy Randolph;/actor/davine-joy-randolph/;Mary Lamb;755564;The Holdovers
Carrie Preston;/actor/carrie-preston/;Miss Lydia Crane;755564;The Holdovers
Brady Hepner;/actor/brady-hepner/;Teddy Kountze;755564;The Holdovers
Ian Dolley;/actor/ian-dolley/;Alex Ollerman;755564;The Holdovers
Jim Kaplan;/actor/jim-kaplan/;Ye-Joon Park;755564;The Holdovers
Michael Provost;/actor/michael-provost/;Jason Smith;755564;The Holdovers
Andrew Garman;/actor/andrew-garman/;Dr. Hardy Woodrup;755564;The Holdovers
Naheem Garcia;/actor/naheem-garcia/;Danny;755564;The Holdovers
Stephen Thorne;/actor/stephen-thorne-3/;Thomas Tully;755564;The Holdovers
Gillian Vigman;/actor/gillian-vigman/;Judy Clotfelter;755564;The Holdovers
Tate Donovan;/actor/tate-donovan/;Stanley Clotfelter;755564;The Holdovers
Darby Lee-Stack;/actor/darby-lee-stack/;Elise;755564;The Holdovers
Bill Mootos;/actor/bill-mootos/;Mr. Endicott;755564;The Holdovers
Dustin Tucker;/actor/dustin-tucker/;Mr. Rosensweig;755564;The Holdovers
Juanita Pearl;/actor/juanita-pearl/;Mary's Sister Peggy;755564;The Holdovers
Alexander Cook;/actor/alexander-cook/;Priest / Bartender;755564;The Holdovers
Liz Bishop;/actor/liz-bishop/;Office Lady;755564;The Holdovers
Cole Tristan Murphy;/actor/cole-tristan-murphy/;Toothbrushing Student;755564;The Holdovers
Will Sussbauer;/actor/will-sussbauer/;Cobb Salad Student;755564;The Holdovers
Carter Shimp;/actor/carter-shimp/;Weed Buyer Harriman;755564;The Holdovers
Michael Malvesti;/actor/michael-malvesti/;Christmas Tree Guy;755564;The Holdovers
Dakota Lustick;/actor/dakota-lustick/;Christmas Tree Helper;755564;The Holdovers
Melissa McMeekin;/actor/melissa-mcmeekin/;Hooker;755564;The Holdovers
Jonathan von Mering;/actor/jonathan-von-mering/;ER Doctor;755564;The Holdovers
Rena Maliszewski;/actor/rena-maliszewski/;ER Nurse;755564;The Holdovers
Osmani Rodriguez;/actor/osmani-rodriguez/;Pharmacist;755564;The Holdovers
Oscar Wahlberg;/actor/oscar-wahlberg/;Pinball Player;755564;The Holdovers
Dan Aid;/actor/dan-aid/;Vietnam Vet Kenneth;755564;The Holdovers
Mike Kaz;/actor/mike-kaz/;Hip Party Guest;755564;The Holdovers
Kelly AuCoin;/actor/kelly-aucoin/;Hugh Cavanaugh;755564;The Holdovers
Colleen Clinton;/actor/colleen-clinton-1/;Mrs. Cavanaugh;755564;The Holdovers
Fred Robbins;/actor/fred-robbins-3/;Santa Claus;755564;The Holdovers
David J. Curtis;/actor/david-j-curtis/;Psychiatric Orderly;755564;The Holdovers
Pamela Jayne Morgan;/actor/pamela-jayne-morgan/;Waitress;755564;The Holdovers
Davis Robinson;/actor/davis-robinson/;Maître d'hôtel;755564;The Holdovers
Joe Howell;/actor/joe-howell-1/;Liquor Store Cashier;755564;The Holdovers
Peter Krasinski;/actor/peter-krasinski/;Choir Leader;755564;The Holdovers
Greg Chopoorian;/actor/greg-chopoorian/;Jason Smith's Father;755564;The Holdovers
Ian Lyons;/actor/ian-lyons/;Miss Crane's Boyfriend;755564;The Holdovers
Kevin Fennessy;/actor/kevin-fennessy/;Irritated Movie Patron;755564;The Holdovers
Kevin Daigneault;/actor/kevin-daigneault/;Barton Parent (uncredited);755564;The Holdovers
Bhanu Gopal;/actor/bhanu-gopal-2/;Boston Streeter / Pedestrian (uncredited);755564;The Holdovers
Quinn Stone;/actor/quinn-stone/;Student;755564;The Holdovers
Lily Steven;/actor/lily-steven/;Kristy (uncredited);755564;The Holdovers
Adam West;/actor/adam-west/;Batman (Bruce Wayne);50163;Batman
Burt Ward;/actor/burt-ward/;Robin (Dick Grayson);50163;Batman
Lee Meriwether;/actor/lee-meriwether/;The Catwoman (Kitka);50163;Batman
Cesar Romero;/actor/cesar-romero/;The Joker;50163;Batman
Burgess Meredith;/actor/burgess-meredith/;The Penguin;50163;Batman
Frank Gorshin;/actor/frank-gorshin/;The Riddler;50163;Batman
Alan Napier;/actor/alan-napier/;Alfred;50163;Batman
Neil Hamilton;/actor/neil-hamilton/;Commissioner Gordon;50163;Batman
Stafford Repp;/actor/stafford-repp/;Chief O'Hara;50163;Batman
Madge Blake;/actor/madge-blake/;Aunt Harriet Cooper;50163;Batman
Reginald Denny;/actor/reginald-denny/;Commodore Schmidlapp;50163;Batman
Milton Frome;/actor/milton-frome/;Vice Admiral Fangschliester;50163;Batman
Gil Perkins;/actor/gil-perkins-1/;Bluebeard;50163;Batman
Dick Crockett;/actor/dick-crockett/;Morgan;50163;Batman
George Sawaya;/actor/george-sawaya/;Quetch;50163;Batman
Robert Adler;/actor/robert-adler/;Guard (uncredited);50163;Batman
Leon Alton;/actor/leon-alton/;Official (uncredited);50163;Batman
Al Bain;/actor/al-bain/;Waiter (uncredited);50163;Batman
Bill Baldwin;/actor/bill-baldwin/;Picnicking Man (uncredited);50163;Batman
Vincent Barbi;/actor/vincent-barbi/;Picnicking Man (uncredited);50163;Batman
Wolfe Barzell;/actor/wolfe-barzell/;Israeli Delegate (uncredited);50163;Batman
Jack Berle;/actor/jack-berle/;Official (uncredited);50163;Batman
Shelly Bruce;/actor/shelly-bruce/;Beer Throwing Girl (uncredited);50163;Batman
Linda Carpenter;/actor/linda-carpenter-1/;WAVE (uncredited);50163;Batman
Albert Carrier;/actor/albert-carrier/;French Delegate (uncredited);50163;Batman
Arlene Charles;/actor/arlene-charles/;Bikini Girl (uncredited);50163;Batman
George Cisar;/actor/george-cisar/;Rumpot in Window (uncredited);50163;Batman
Maurice Dallimore;/actor/maurice-dallimore/;United Kingdom Delegate (uncredited);50163;Batman
Nancy DeCarl;/actor/nancy-decarl/;Teen Girl (uncredited);50163;Batman
Jay Della;/actor/jay-della/;Controller (uncredited);50163;Batman
George DeNormand;/actor/george-denormand/;Cop (uncredited);50163;Batman
William Dozier;/actor/william-dozier/;Narrator / Bat-Computer (voice) (uncredited);50163;Batman
Bill Dyer;/actor/bill-dyer/;Reporter (uncredited);50163;Batman
Daniel Elam;/actor/daniel-elam/;Official (uncredited);50163;Batman
Louie Elias;/actor/louie-elias/;Tavern Patron (uncredited);50163;Batman
Peter Forster;/actor/peter-forster/;Mr. Percy (uncredited);50163;Batman
Gregory Gaye;/actor/gregory-gaye/;Soviet Delegate (uncredited);50163;Batman
Robert Goodwin;/actor/robert-goodwin/;Nigerian Delegate (uncredited);50163;Batman
Annette Gorman;/actor/annette-gorman/;Teen Girl (uncredited);50163;Batman
Sol Gorss;/actor/sol-gorss/;Guard (uncredited);50163;Batman
Julie Gregg;/actor/julie-gregg/;Nightclub Singer (uncredited);50163;Batman
Elizabeth Harrower;/actor/elizabeth-harrower/;Picnicking Woman (uncredited);50163;Batman
Eddie Hice;/actor/eddie-hice/;Guinea Pig #1 (uncredited);50163;Batman
George Holmes;/actor/george-holmes/;Club Patron (uncredited);50163;Batman
Marylou Kenworthy;/actor/marylou-kenworthy/;Teen Girl (uncredited);50163;Batman
Lyzanne La Due;/actor/lyzanne-la-due/;Kissing Girl (uncredited);50163;Batman
Jack LaLanne;/actor/jack-lalanne/;Himself - Exercise Leader (uncredited);50163;Batman
Sheila Lane;/actor/sheila-lane-1/;Bikini Girl (uncredited);50163;Batman
Harry Lauter;/actor/harry-lauter/;Mr. Merrick (uncredited);50163;Batman
George J. Lewis;/actor/george-j-lewis/;Spanish Delegate (uncredited);50163;Batman
Jo Anne Loren;/actor/jo-anne-loren/;Bikini Girl (uncredited);50163;Batman
Sandra Lynn;/actor/sandra-lynn/;Teen Girl (uncredited);50163;Batman
Todd Mason;/actor/todd-mason-1/;Reporter (uncredited);50163;Batman
Ed McCready;/actor/ed-mccready/;Cop (uncredited);50163;Batman
Shirley Melline;/actor/shirley-melline/;Ballet Teacher (uncredited);50163;Batman
Mary Michael;/actor/mary-michael/;Receptionist (uncredited);50163;Batman
Harry Minsey;/actor/harry-minsey/;Official (uncredited);50163;Batman
Mike Morelli;/actor/mike-morelli/;Workman (uncredited);50163;Batman
Monty O'Grady;/actor/monty-ogrady/;Official (uncredited);50163;Batman
James O'Hara;/actor/james-ohara/;Airport Control Tower Man (uncredited);50163;Batman
Letitia Paquette;/actor/letitia-paquette/;Bikini Girl (uncredited);50163;Batman
Anne Patterson;/actor/anne-patterson/;Teen Girl (uncredited);50163;Batman
Charlie Picerni;/actor/charlie-picerni/;Guinea Pig #5 (uncredited);50163;Batman
Murray Pollack;/actor/murray-pollack/;Police Officer (uncredited);50163;Batman
Ann Reece;/actor/ann-reece/;Bikini Girl (uncredited);50163;Batman
Wally Rose;/actor/wally-rose/;Minor Role (uncredited);50163;Batman
Clark Ross;/actor/clark-ross/;Official (uncredited);50163;Batman
Tony Santoro;/actor/tony-santoro/;Bar Patron (uncredited);50163;Batman
Bernard Sell;/actor/bernard-sell/;Official (uncredited);50163;Batman
Teru Shimada;/actor/teru-shimada/;Japanese Delegate (uncredited);50163;Batman
Carl Sklover;/actor/carl-sklover/;Taxi Driver (uncredited);50163;Batman
June Smaney;/actor/june-smaney/;Club Patron (uncredited);50163;Batman
Mabel Smaney;/actor/mabel-smaney/;Club Patron (uncredited);50163;Batman
Cap Somers;/actor/cap-somers/;Seaman (uncredited);50163;Batman
Fred Stromsoe;/actor/fred-stromsoe/;Henchman (uncredited);50163;Batman
William Tannen;/actor/william-tannen/;American Delegate (uncredited);50163;Batman
Emmanuel Thomas;/actor/emmanuel-thomas/;Mr. Stanley - Globe Reporter (uncredited);50163;Batman
Joan Thomas;/actor/joan-thomas-1/;Bikini Girl (uncredited);50163;Batman
Arthur Tovey;/actor/arthur-tovey/;Cop at Press Conference (uncredited);50163;Batman
Susan Tracy;/actor/susan-tracy-1/;Teen Girl (uncredited);50163;Batman
Ivan Triesault;/actor/ivan-triesault/;West German Delegate (uncredited);50163;Batman
Sandy Tyler;/actor/sandy-tyler/;Teen Girl (uncredited);50163;Batman
Susan Walther;/actor/susan-walther/;Teen Girl (uncredited);50163;Batman
Guy Way;/actor/guy-way/;Guinea Pig #2 (uncredited);50163;Batman
Van Williams;/actor/van-williams/;President Lyndon B. Johnson (voice) (uncredited);50163;Batman
John Yates;/actor/john-yates/;Reporter (uncredited);50163;Batman
De De Young;/actor/de-de-young/;Bikini Girl (uncredited);50163;Batman
Jim Michael;/actor/jim-michael/;Pedestrian (uncredited);50163;Batman
Nicole De Boer;/actor/nicole-de-boer/;Leaven;51664;Cube
Nicky Guadagni;/actor/nicky-guadagni/;Holloway;51664;Cube
Maurice Dean Wint;/actor/maurice-dean-wint/;Quentin;51664;Cube
David Hewlett;/actor/david-hewlett/;Worth;51664;Cube
Andrew Miller;/actor/andrew-miller/;Kazan;51664;Cube
Wayne Robson;/actor/wayne-robson/;Rennes;51664;Cube
Julian Richings;/actor/julian-richings/;Alderson;51664;Cube
Miyoko Shoji;/actor/miyoko-shoji-1/;Chiyoko Fujiwara (70's) (voice);29884;Millennium Actress
Mami Koyama;/actor/mami-koyama/;Chiyoko Fujiwara (20-40's) ( voice);29884;Millennium Actress
Fumiko Orikasa;/actor/fumiko-orikasa/;Chiyoko Fujiwara (10-20's) (voice);29884;Millennium Actress
Showko Tsuda;/actor/showko-tsuda/;Eiko Shimao (voice);29884;Millennium Actress
Shozo Iizuka;/actor/shozo-iizuka/;Genya Tachibana (voice);29884;Millennium Actress
Masaya Onosaka;/actor/masaya-onosaka/;Kyouji Ida (voice);29884;Millennium Actress
Masane Tsukayama;/actor/masane-tsukayama/;The Man with the Scar (voice);29884;Millennium Actress
Koichi Yamadera;/actor/koichi-yamadera/;The Man of the Key (voice);29884;Millennium Actress
Hisako Kyoda;/actor/hisako-kyoda/;Chiyoko's Mother (voice);29884;Millennium Actress
Tomie Kataoka;/actor/tomie-kataoka/;Mino (voice);29884;Millennium Actress
Phil Caracas;/actor/phil-caracas/;Jesus Christ;41742;Jesus Christ Vampire Hunter
Murielle Varhelyi;/actor/murielle-varhelyi/;Maxine Schreck;41742;Jesus Christ Vampire Hunter
Maria Moulton;/actor/maria-moulton/;Mary Magnum;41742;Jesus Christ Vampire Hunter
Tim Devries;/actor/tim-devries/;Father Eustace;41742;Jesus Christ Vampire Hunter
Ian Driscoll;/actor/ian-driscoll/;Johnny Golgatha;41742;Jesus Christ Vampire Hunter
Josh Grace;/actor/josh-grace/;Dr. Praetorious;41742;Jesus Christ Vampire Hunter
Tracy Lance;/actor/tracy-lance/;Gloria Oddbottom;41742;Jesus Christ Vampire Hunter
Glen Jones;/actor/glen-jones/;Father Alban;41742;Jesus Christ Vampire Hunter
Mike Funk;/actor/mike-funk/;Danny Sabbath;41742;Jesus Christ Vampire Hunter
Lucky Ron;/actor/lucky-ron/;Blind Jimmy Leper;41742;Jesus Christ Vampire Hunter
Jeff Moffet;/actor/jeff-moffet/;Santos;41742;Jesus Christ Vampire Hunter
Ivan Freud;/actor/ivan-freud/;Narrator;41742;Jesus Christ Vampire Hunter
Erica Murton;/actor/erica-murton/;Maggie;41742;Jesus Christ Vampire Hunter
Alex Godin;/actor/alex-godin/;Father Avellino;41742;Jesus Christ Vampire Hunter
Shelly Pederson;/actor/shelly-pederson/;Woman Blessed on the Beach;41742;Jesus Christ Vampire Hunter
Thetis Bernard;/actor/thetis-bernard/;Beach Vampire #1;41742;Jesus Christ Vampire Hunter
Adel Croteau;/actor/adel-croteau/;Beach Vampire #2;41742;Jesus Christ Vampire Hunter
Karen Friis;/actor/karen-friis/;Dancing Angel #1;41742;Jesus Christ Vampire Hunter
Marlene Friis;/actor/marlene-friis/;Dancing Angel #2;41742;Jesus Christ Vampire Hunter
Guen Douglas;/actor/guen-douglas/;Dancing Angel #3;41742;Jesus Christ Vampire Hunter
Sarah Levitin;/actor/sarah-levitin/;Dancing Angel #4;41742;Jesus Christ Vampire Hunter
Eva Colpaart;/actor/eva-colpaart/;Dancing Angel #5;41742;Jesus Christ Vampire Hunter
Ranita Raggo;/actor/ranita-raggo/;The Straight Shooters Waitress;41742;Jesus Christ Vampire Hunter
Christopher R. Bugg;/actor/christopher-r-bugg/;Atheist #1;41742;Jesus Christ Vampire Hunter
Ean Murphy;/actor/ean-murphy/;Atheist #2;41742;Jesus Christ Vampire Hunter
Graham Collins;/actor/graham-collins/;Allegro Clerk;41742;Jesus Christ Vampire Hunter
Elinor Quesnel;/actor/elinor-quesnel/;Praetorius' Patient #1 / Wrestling Girl #1;41742;Jesus Christ Vampire Hunter
Christine Demarbre;/actor/christine-demarbre/;The Screaming Lesbian;41742;Jesus Christ Vampire Hunter
Andy Smith;/actor/andy-smith/;The Bishop;41742;Jesus Christ Vampire Hunter
Marc Charron;/actor/marc-charron/;The Cop;41742;Jesus Christ Vampire Hunter
Jose Sanchez;/actor/jose-sanchez/;The Transvestite;41742;Jesus Christ Vampire Hunter
Sophie;/actor/sophie/;Fifi the Dog;41742;Jesus Christ Vampire Hunter
Jay Stone;/actor/jay-stone/;God (voice);41742;Jesus Christ Vampire Hunter
Lyn Guerin;/actor/lyn-guerin/;Photographer #2;41742;Jesus Christ Vampire Hunter
Alana Ragbir;/actor/alana-ragbir/;Photographer #3;41742;Jesus Christ Vampire Hunter
Stu Hutchings;/actor/stu-hutchings/;Danny Sabbath's Bodyguard;41742;Jesus Christ Vampire Hunter
Rayna Farr-Dutchin;/actor/rayna-farr-dutchin/;The Little Blind Girl;41742;Jesus Christ Vampire Hunter
Harry Knuckles;/actor/harry-knuckles/;Himself;41742;Jesus Christ Vampire Hunter
Jenny Coutts;/actor/jenny-coutts/;Virgin Mary;41742;Jesus Christ Vampire Hunter
Nancy Riehle;/actor/nancy-riehle/;Wresting Girl #2 / Praetorius' Patient #2;41742;Jesus Christ Vampire Hunter
Milo;/actor/milo/;The Deaf Lesbian Dog;41742;Jesus Christ Vampire Hunter
