film_id;film_title;value
41672;Killer Klowns from Outer Space;Kids' animated fun and adventure
41672;Killer Klowns from Outer Space;Gags, jokes, and slapstick humor
41672;Killer Klowns from Outer Space;Action comedy and silly heroics
44960;The 36th Chamber of Shaolin;Adventure
44960;The 36th Chamber of Shaolin;Action
44960;The 36th Chamber of Shaolin;Epic heroes
44960;The 36th Chamber of Shaolin;Intense combat and martial arts
45270;The Warriors;Thriller
45270;The Warriors;Action
45270;The Warriors;Epic heroes
45270;The Warriors;Violent action, guns, and crime
45270;The Warriors;Gritty crime and ruthless gangsters
45270;The Warriors;Intense combat and martial arts
45270;The Warriors;Superheroes in action-packed battles with villains
45270;The Warriors;Fantasy adventure, heroism, and swordplay
598882;The Banshees of Inisherin;Comedy
598882;The Banshees of Inisherin;Drama
